baseMean log2FoldChange lfcSE stat pvalue padj
ENSG00000000003 72.167370783252 -0.258970653293522 0.228233047302337 -1.13467640359053 0.256510927529418 0.998170185007106
ENSG00000000419 103.250889258789 0.0172962248219391 0.199297397117177 0.0867860045947801 0.930841612362529 0.998170185007106
ENSG00000000457 252.87549572478 -0.17194561931514 0.149030643553578 -1.15376016109952 0.248598511445688 0.998170185007106
ENSG00000000460 67.1586661389977 -0.0327733402078179 0.234293272497007 -0.139881695528567 0.888753463936827 0.998170185007106
ENSG00000001036 107.507036133523 -0.0435384551079305 0.197766877198814 -0.220150389815588 0.82575403192261 0.998170185007106
ENSG00000001084 238.575329697114 -0.13745090750327 0.138990212480086 -0.988925083649061 0.322699796943849 0.998170185007106
ENSG00000001167 630.221698099119 0.0551274271046518 0.0997020978602256 0.552921435835142 0.580317208450777 0.998170185007106
ENSG00000001460 70.2348945488974 0.0145393681751586 0.223837828138491 0.0649549198009684 0.948209893199755 0.998170185007106
ENSG00000001461 330.833341999448 -0.0367284283249514 0.119185509839063 -0.30816185939504 0.75795917290274 0.998170185007106
ENSG00000001497 649.610112896901 0.140378402628013 0.0993978684642559 1.41228785684165 0.157865220424206 0.998170185007106
ENSG00000001561 178.841147241374 -0.315931338734714 0.162367645277892 -1.94577767137042 0.0516814518966487 0.998170185007106
ENSG00000001617 438.358356648479 0.195099836940246 0.114107422492881 1.70979093802962 0.087304539336106 0.998170185007106
ENSG00000001629 1585.8362401943 -0.0259980771776416 0.0809328525146414 -0.321230209610348 0.748035940334496 0.998170185007106
ENSG00000001630 284.727732477625 0.0529950083323958 0.126562450542808 0.418726155388963 0.67541627819927 0.998170185007106
ENSG00000001631 400.627267150971 -0.138821192946803 0.122394375542854 -1.13421219178652 0.25670555116894 0.998170185007106
ENSG00000002016 193.072134476163 0.244355049076563 0.143931785954234 1.69771428497567 0.0895617003128674 0.998170185007106
ENSG00000002330 349.82820142896 0.0822561038450451 0.162063369394744 0.507555187530939 0.611765324239814 0.998170185007106
ENSG00000002549 160.56969138062 -0.0822742446629691 0.16114679140541 -0.510554656071216 0.609662933735597 0.998170185007106
ENSG00000002586 34.1198762035221 -0.356825633240841 0.30055487601236 -1.1872229057637 0.235139708100249 0.998170185007106
ENSG00000002587 122.005255998436 0.339207649940764 0.17742641753881 1.91182155761312 0.0558990857215999 0.998170185007106
ENSG00000002746 3018.64215887709 0.0395308190147967 0.0902411520749206 0.438057561388147 0.661344557361997 0.998170185007106
ENSG00000002822 382.476539271045 0.115084892724757 0.118713497480058 0.969433932683936 0.332328728847574 0.998170185007106
ENSG00000002834 1857.9744553434 0.0324776311833026 0.094894528931593 0.3422497750815 0.732162929328289 0.998170185007106
ENSG00000002919 270.781160855534 -0.0769285587219567 0.134651145422485 -0.57131752188653 0.567784426401237 0.998170185007106
ENSG00000003056 297.67091460812 0.00681447640103574 0.123891044311182 0.0550037852931449 0.956135448132349 0.998170185007106
ENSG00000003096 821.659566178442 -0.101871090560233 0.0994712940360396 -1.024125518296 0.305775992778214 0.998170185007106
ENSG00000003137 53.6783818103376 0.114034870411365 0.265017956536098 0.430291108956733 0.666983893873605 0.998170185007106
ENSG00000003147 357.730102119359 -0.0654625021495718 0.117223828180535 -0.558440234938872 0.57654380465507 0.998170185007106
ENSG00000003249 1195.17146911682 0.148455840165345 0.108920208272125 1.36297793146379 0.172889465829246 0.998170185007106
ENSG00000003393 1043.06409161819 -0.0818622516925232 0.0883785179888279 -0.926268662967074 0.354306377075235 0.998170185007106
ENSG00000003402 904.789757917848 0.184312582061305 0.109493205748001 1.68332437434978 0.0923123143817598 0.998170185007106
ENSG00000003509 247.380299970915 -0.021529502621782 0.135777015183594 -0.158565148841064 0.874011488532542 0.998170185007106
ENSG00000003756 2368.67776858504 0.0380256205615718 0.0808583412739275 0.470274556248324 0.638158873333014 0.998170185007106
ENSG00000003987 1188.93504783454 -0.0919876196179446 0.0913365172350473 -1.00712860970188 0.313872974294932 0.998170185007106
ENSG00000003989 17.2967923638296 0.254070955434794 0.423153994464874 0.600421971098478 0.548225048802348 0.998170185007106
ENSG00000004059 797.684267162672 0.0125821637311133 0.118788121082777 0.105921060257746 0.915644984394237 0.998170185007106
ENSG00000004139 2395.70533874825 0.0433750829747198 0.0899215631105816 0.482365758270672 0.62954614132665 0.998170185007106
ENSG00000004142 658.434130139459 0.0288726635548169 0.0976245241912361 0.295752156479231 0.767419362815866 0.998170185007106
ENSG00000004399 97.7690437447522 -0.030430398273537 0.20227660008165 -0.150439538044705 0.880417849354499 0.998170185007106
ENSG00000004455 487.669959784723 -0.00565234916629092 0.1081900124551 -0.0522446484479028 0.958333757171667 0.998170185007106
ENSG00000004478 1217.81805172989 -0.00756759348537011 0.112005749834683 -0.0675643303717857 0.946132450726845 0.998170185007106
ENSG00000004487 2544.57276182447 -0.0392170709154187 0.074771783175093 -0.524490245519277 0.599937602596743 0.998170185007106
ENSG00000004534 1307.77315125693 0.0682904744246609 0.0865768165217473 0.788784771353968 0.430237811644952 0.998170185007106
ENSG00000004660 387.157857034273 0.0429940001702656 0.109564422780505 0.39240840301233 0.6947564782328 0.998170185007106
ENSG00000004700 124.662603614035 -0.0600167702540452 0.179807949909386 -0.333782629101164 0.738543592393263 0.998170185007106
ENSG00000004766 483.606307440667 -0.224686912006741 0.108077069437617 -2.0789508188546 0.0376218710863293 0.998170185007106
ENSG00000004777 2655.89906547425 0.126865380094025 0.111433461619631 1.13848549843196 0.254917810837529 0.998170185007106
ENSG00000004779 314.26424439814 -0.0714475504917905 0.118679965739619 -0.602018630916565 0.547161735821364 0.998170185007106
ENSG00000004838 23.9197176587814 -0.134694110433497 0.384197566560621 -0.350585537642243 0.725899308003248 0.998170185007106
ENSG00000004864 587.209356742359 0.0137286136003473 0.100103391092985 0.137144340970377 0.89091670454146 0.998170185007106
ENSG00000004866 955.908420525829 -0.0646114458095329 0.0896243521892406 -0.720913950631483 0.47096245903633 0.998170185007106
ENSG00000004897 947.825950076192 -0.15860683977651 0.10324380731314 -1.53623586638425 0.124480542405367 0.998170185007106
ENSG00000004961 124.446208874087 -0.0496261773926785 0.170347181136374 -0.291323736980124 0.770803734886817 0.998170185007106
ENSG00000004975 439.480314603685 0.165225003096522 0.131565062227524 1.25584254891916 0.209173061533427 0.998170185007106
ENSG00000005007 969.91774216062 0.0693932838612742 0.0987899297906682 0.702432768282311 0.482409315900756 0.998170185007106
ENSG00000005020 103.626036240205 -0.142471074930154 0.19407483900068 -0.734103790392193 0.462885483603142 0.998170185007106
ENSG00000005022 841.284034709813 0.0291178637643764 0.107471750116975 0.270935047886387 0.786440988489609 0.998170185007106
ENSG00000005075 100.675943456917 0.175458851694123 0.219204428054687 0.800434796191021 0.42345892741465 0.998170185007106
ENSG00000005100 416.845492555368 0.142107554023937 0.116506928094305 1.21973479473178 0.222565426848591 0.998170185007106
ENSG00000005108 4094.76292444439 -0.00663529069163576 0.0779757234590194 -0.0850943139389143 0.932186410731772 0.998170185007106
ENSG00000005156 904.511397984231 0.027345020770951 0.0932453690584969 0.29325875426367 0.769324377675071 0.998170185007106
ENSG00000005175 412.624691060674 -0.239873123528636 0.124541314672434 -1.92605260478858 0.0540978057285053 0.998170185007106
ENSG00000005189 41.8318591240468 -0.241625672719225 0.290779181575904 -0.830959325938375 0.405996607320805 0.998170185007106
ENSG00000005194 587.767800941155 -0.0322513873037644 0.110935041249819 -0.29072317403422 0.771263046449819 0.998170185007106
ENSG00000005206 751.633234397411 0.191544967896525 0.116720645011159 1.64105474124319 0.100786052443092 0.998170185007106
ENSG00000005238 381.073164293687 -0.00466703630543133 0.116937492177044 -0.039910521583321 0.96816446277718 0.998170185007106
ENSG00000005249 2313.13130762851 -0.14447633245744 0.0956166529375979 -1.51099550150254 0.130789597007007 0.998170185007106
ENSG00000005302 320.226100038682 -0.0618466294876498 0.122751273825384 -0.503836966902909 0.61437594801059 0.998170185007106
